1,16
1,21
2,6
2,16
2,21
2,22
2,24
3,2
3,6
3,15
3,16
3,18
3,20
3,23
4,16
4,21
5,10
5,21
5,27
6,2
6,6
6,15
6,16
6,18
6,20
6,22
6,23
6,24
7,8
7,16
8,8
8,16
8,20
9,14
9,17
10,13
10,16
11,2
11,3
11,15
11,18
11,23
12,6
12,22
13,6
13,16
13,22
13,24
13,27
14,6
14,16
14,22
14,24
15,2
15,3
15,6
15,14
15,15
15,16
15,17
15,18
15,22
15,23
15,24
15,27
16,8
16,16
17,3
17,16
17,27
18,1
18,8
18,16
18,21
19,16
19,23
20,6
20,16
20,21
20,26
21,22
21,24
22,16
22,22
23,10
23,27
24,3
24,27
25,6
25,13
25,21
25,26
26,10
26,16
27,10
27,16
28,1
28,2
28,3
28,6
28,8
28,10
28,15
28,16
28,18
28,21
28,23
28,24
28,26
28,27
29,6
29,16
30,10
30,27
31,3
31,16
32,8
32,21
33,1
33,16
33,21
34,16
34,22
34,23
34,24
35,1
35,6
35,16
35,21
35,22
35,24
35,27
36,6
36,16
37,1
37,6
37,8
37,16
37,21
37,22
37,26
38,6
38,8
38,24
39,6
39,24
40,16
40,21
41,3
41,27
42,6
42,22
42,24
43,2
43,8
43,15
43,18
43,20
43,22
43,23
44,10
44,16
44,27
45,10
45,21
46,16
46,27
47,16
47,27
48,8
48,10
49,2
49,3
49,8
49,15
49,16
49,18
49,21
49,23
50,3
50,10
50,14
50,16
50,17
50,21
50,24
50,26
50,27
51,1
51,6
51,10
51,13
51,14
51,17
51,20
51,22
51,24
51,26
51,27
52,6
52,26
53,1
53,2
53,6
53,14
53,15
53,16
53,17
53,18
53,20
53,21
53,22
53,23
53,24
53,26
53,27
54,21
55,1
55,16
55,21
56,6
56,8
56,22
57,6
57,27
58,3
58,6
58,16
58,21
58,22
59,6
59,8
59,21
59,22
60,1
60,2
60,6
60,15
60,18
60,22
60,23
60,24
61,6
61,8
61,22
62,6
62,22
62,24
63,2
63,10
63,15
63,18
63,21
63,22
63,23
64,13
64,22
65,6
65,16
65,21
65,22
66,1
66,2
66,3
66,6
66,13
66,14
66,15
66,16
66,17
66,18
66,20
66,21
66,22
66,23
66,24
66,26
67,6
67,8
67,24
68,8
68,22
69,2
69,3
69,6
69,8
69,14
69,15
69,16
69,17
69,18
69,20
69,22
69,23
69,24
69,27
70,6
70,27
71,6
71,16
71,22
71,24
71,27
72,8
72,16
73,14
73,17
74,2
74,6
74,10
74,11
74,15
74,16
74,18
74,22
74,23
74,24
74,26
74,27
75,13
75,14
75,17
76,6
76,22
77,16
77,24
77,27
78,1
78,2
78,13
78,14
78,15
78,16
78,17
78,18
78,21
78,23
78,26
78,27
79,6
79,16
79,22
79,23
79,24
80,16
80,22
80,27
81,16
81,26
82,8
82,27
83,1
83,2
83,3
83,6
83,14
83,15
83,16
83,17
83,18
83,20
83,21
83,22
83,23
83,24
83,26
84,6
84,16
85,6
85,16
86,2
86,6
86,15
86,16
86,18
86,23
87,10
87,27
88,6
88,21
88,24
89,8
89,22
89,27
90,6
90,21
91,1
91,16
91,20
91,21
91,26
92,6
92,16
93,2
93,15
93,18
93,23
94,1
94,6
94,8
94,20
94,21
94,22
94,24
94,26
95,2
95,13
95,15
95,18
95,23
96,3
96,6
96,16
96,22
96,23
96,24
97,6
97,16
97,20
97,21
98,10
98,27
99,6
99,14
99,16
99,17
99,22
99,24
100,8
100,10
101,1
101,6
101,20
101,27
102,3
102,6
102,8
102,16
102,22
102,26
103,6
103,10
103,13
103,16
103,27
104,16
104,21
105,3
105,6
105,16
105,21
105,22
105,24
105,26
105,27
106,8
106,22
107,1
107,16
107,26
108,1
108,3
108,6
108,10
108,13
108,14
108,17
108,22
108,24
108,27
109,16
109,24
110,3
110,6
110,10
110,16
110,20
110,21
110,22
110,24
110,26
111,1
111,3
111,6
111,16
111,21
111,22
111,24
112,3
112,6
112,16
112,20
112,21
112,22
112,24
113,6
113,16
114,6
114,10
114,16
114,22
114,24
115,3
115,10
115,16
115,21
115,22
115,24
115,26
115,27
116,6
116,24
117,6
117,10
117,16
117,24
118,20
118,21
118,22
118,24
119,16
119,21
119,24
119,27
120,16
120,21
121,6
121,22
122,3
122,6
122,22
123,14
123,17
124,3
124,6
124,16
124,22
125,10
125,27
126,10
126,16
126,27
127,10
127,23
128,6
128,8
128,24
129,6
129,10
129,16
129,22
129,26
130,2
130,6
130,13
130,14
130,15
130,16
130,17
130,18
130,21
130,22
130,23
130,24
130,26
130,27
131,1
131,2
131,3
131,6
131,10
131,15
131,16
131,18
131,20
131,21
131,22
131,23
131,24
132,2
132,11
132,15
132,18
132,20
132,23
132,26
133,10
133,21
134,6
134,16
135,6
135,16
135,21
135,22
135,23
135,24
136,16
136,22
136,24
137,10
137,16
138,10
138,16
139,16
139,20
140,6
140,16
140,22
140,23
140,24
141,2
141,3
141,6
141,15
141,16
141,18
141,20
141,22
141,23
142,3
142,16
142,27
143,22
143,24
144,6
144,22
145,10
145,21
145,26
145,27
146,1
146,3
146,6
146,8
146,16
146,21
146,22
146,26
147,14
147,17
148,1
148,2
148,6
148,8
148,15
148,16
148,18
148,20
148,21
148,22
148,23
148,24
149,16
149,22
150,1
150,21
151,6
151,22
152,2
152,15
152,16
152,18
152,23
153,6
153,24
154,1
154,6
154,16
154,21
154,22
154,24
154,26
155,16
155,22
156,6
156,16
156,22
156,23
156,24
157,6
157,27
158,2
158,6
158,15
158,16
158,18
158,22
158,23
158,24
159,6
159,16
160,6
160,16
160,22
160,24
161,22
161,24
162,10
162,16
163,8
163,16
163,21
164,6
164,16
164,20
164,21
164,22
164,24
164,26
165,10
165,16
166,3
166,16
166,27
167,16
167,24
168,6
168,16
169,6
169,10
169,16
169,20
169,22
169,24
169,27
170,3
170,16
170,21
170,26
171,10
172,16
172,21
173,3
173,16
173,21
173,27
174,3
174,6
175,2
175,15
175,16
175,18
175,23
176,8
176,21
177,6
177,21
177,24
178,1
178,21
179,6
179,16
180,3
180,6
180,13
180,16
180,22
180,24
180,26
181,16
181,26
181,27
182,6
182,16
182,21
182,22
183,6
183,24
184,6
184,16
185,10
185,21
186,3
186,6
186,10
186,11
186,16
186,27
187,6
187,16
187,22
188,16
188,22
188,26
188,27
189,1
189,10
189,16
189,21
189,26
189,27
190,6
190,16
190,20
190,21
190,22
190,24
190,26
191,6
191,8
191,24
192,16
192,26
193,6
193,16
193,22
193,26
194,6
194,16
195,6
195,16
195,23
196,3
196,10
196,16
196,22
196,24
197,3
197,16
198,3
198,6
198,16
198,22
198,23
198,24
199,3
199,16
199,21
200,1
200,2
200,3
200,6
200,8
200,13
200,15
200,16
200,18
200,20
200,21
200,22
200,23
200,24
200,26
201,3
201,6
201,24
202,3
202,6
202,16
202,22
202,24
203,6
203,22
203,24
204,2
204,6
204,15
204,16
204,18
204,23
205,1
205,16
205,21
205,26
206,1
206,2
206,3
206,8
206,15
206,16
206,18
206,21
206,23
206,26
206,27
207,16
207,21
208,16
208,22
209,8
209,22
210,3
210,16
211,1
211,6
211,13
211,16
211,20
211,21
211,22
211,24
211,26
212,16
212,21
213,6
213,24
214,3
214,16
214,22
214,23
214,27
215,6
215,27
216,6
216,16
216,21
217,6
217,16
217,22
218,16
218,26
219,10
219,11
219,16
219,22
219,27
220,6
220,22
220,24
221,2
221,3
221,8
221,14
221,15
221,17
221,18
221,21
221,23
222,6
222,10
222,27
223,3
223,16
223,21
223,22
223,27
224,2
224,3
224,6
224,15
224,16
224,18
224,20
224,21
224,22
224,23
224,24
224,26
224,27
225,2
225,6
225,10
225,15
225,16
225,18
225,20
225,21
225,22
225,23
225,24
225,26
225,27
226,1
226,6
226,16
226,21
226,22
226,24
226,26
226,27
227,3
227,6
227,16
227,24
227,27
228,16
228,22
228,23
229,2
229,6
229,8
229,15
229,16
229,18
229,23
229,24
230,20
230,27
231,6
231,16
231,20
231,22
231,24
232,6
232,22
232,27
233,16
233,22
233,24
234,2
234,15
234,16
234,18
234,21
234,23
234,26
235,8
235,11
236,2
236,15
236,16
236,18
236,23
237,6
237,22
237,24
238,2
238,15
238,16
238,18
238,23
239,3
239,21
240,3
240,6
240,13
240,16
240,20
240,22
240,24
241,16
241,27
242,16
242,22
242,23
242,24
243,6
243,16
243,27
244,6
244,16
244,22
244,23
244,24
244,26
245,6
245,16
245,27
246,2
246,15
246,18
246,23
247,2
247,15
247,16
247,18
247,21
247,23
248,10
248,27
249,6
249,22
249,24
250,2
250,6
250,15
250,18
250,23
250,24
251,6
251,16
252,6
252,22
252,24
253,16
253,24
254,16
254,22
254,24
255,6
255,13
255,16
255,20
255,21
255,22
255,24
256,6
256,16
256,23
257,6
257,16
257,24
258,3
258,16
258,27
259,3
259,6
259,16
259,20
259,21
259,22
259,24
259,26
260,10
260,23
261,1
261,16
262,2
262,14
262,15
262,17
262,18
262,23
263,6
263,8
263,14
263,17
263,21
263,22
263,27
264,16
264,21
264,26
265,6
265,16
265,21
265,24
265,26
266,3
266,16
267,22
267,24
268,8
268,16
268,20
269,1
269,3
269,16
269,20
269,21
269,26
269,27
270,2
270,6
270,10
270,15
270,16
270,18
270,21
270,22
270,23
270,24
270,26
271,6
271,16
272,1
272,3
272,6
272,16
272,20
272,21
272,22
272,24
272,26
272,27
273,6
273,16
273,22
274,6
274,13
274,22
274,24
275,3
275,16
276,10
276,16
277,6
277,16
277,22
277,23
277,24
277,27
278,3
278,10
278,16
278,22
278,24
278,26
279,2
279,6
279,14
279,15
279,16
279,17
279,18
279,20
279,21
279,22
279,23
279,24
280,14
280,17
281,21
281,22
282,10
282,16
282,21
283,10
283,21
284,8
284,16
285,16
285,21
286,6
286,22
286,24
287,6
287,21
288,6
288,16
288,22
288,23
288,24
289,1
289,2
289,3
289,6
289,13
289,14
289,15
289,16
289,17
289,18
289,20
289,21
289,22
289,23
289,24
289,26
289,27
290,6
290,22
290,24
291,22
291,24
292,6
292,16
292,22
293,1
293,3
293,6
293,10
293,16
293,21
293,22
293,24
293,27
294,6
294,16
294,22
294,24
295,1
295,2
295,3
295,6
295,14
295,15
295,16
295,17
295,18
295,20
295,21
295,22
295,23
295,24
295,26
296,2
296,6
296,15
296,16
296,18
296,21
296,22
296,23
296,24
297,6
297,8
297,16
297,23
298,6
298,20
299,3
299,16
300,16
300,21
301,16
301,23
302,16
302,21
303,3
303,6
303,16
303,22
304,1
304,6
304,14
304,16
304,17
304,21
304,22
304,23
304,24
304,26
305,6
305,21
306,6
306,10
306,22
306,24
306,26
307,16
307,27
308,3
308,6
308,10
308,16
308,27
309,2
309,8
309,15
309,16
309,18
309,23
310,6
310,16
310,22
311,10
311,16
312,6
312,16
312,22
313,8
313,16
313,22
313,24
314,6
314,13
314,16
315,1
315,3
315,6
315,13
315,16
315,21
315,24
315,26
316,16
316,21
317,10
317,16
318,1
318,2
318,3
318,6
318,15
318,16
318,18
318,20
318,21
318,22
318,23
318,24
318,26
319,2
319,3
319,15
319,16
319,18
319,23
320,6
320,10
320,16
321,2
321,13
321,14
321,15
321,17
321,18
321,23
322,3
322,16
323,2
323,6
323,13
323,15
323,16
323,18
323,20
323,22
323,23
323,24
323,27
324,16
324,23
325,6
325,21
325,22
325,24
326,6
326,16
326,20
326,21
326,22
327,3
327,6
327,10
327,20
327,21
327,22
327,24
328,1
328,6
328,16
328,20
328,22
328,24
329,16
329,23
330,1
330,6
330,16
330,22
330,23
330,24
331,8
331,16
332,16
332,27
333,6
333,16
334,6
334,16
334,23
335,6
335,16
335,23
335,26
336,2
336,6
336,8
336,15
336,18
336,23
337,16
337,22
338,16
338,27
339,16
339,27
340,6
340,16
341,6
341,16
342,16
342,24
343,16
343,22
344,3
344,16
345,1
345,3
345,16
345,23
345,26
345,27
346,3
346,6
346,10
346,16
346,20
346,21
346,22
346,24
346,26
346,27
347,3
347,6
347,16
347,21
347,22
347,23
347,24
348,1
348,21
348,22
348,24
348,26
349,2
349,15
349,18
349,23
350,3
350,10
351,10
351,16
352,1
352,16
352,20
352,21
352,26
353,16
353,21
354,3
354,6
354,16
354,21
355,10
355,16
356,16
356,24
356,27
357,6
357,22
357,24
358,1
358,6
358,8
358,16
358,24
358,26
359,10
359,16
360,1
360,6
360,16
360,21
360,22
360,24
360,26
361,1
361,3
361,6
361,16
361,21
361,22
361,23
361,24
361,27
362,10
362,16
363,10
363,16
364,2
364,3
364,6
364,15
364,16
364,18
364,21
364,22
364,23
365,1
365,8
365,16
365,21
365,23
365,26
365,27
366,3
366,8
366,16
366,27
367,1
367,6
367,16
367,21
367,24
368,6
368,16
368,22
368,26
369,1
369,16
369,20
369,21
369,26
369,27
370,14
370,17
371,3
371,16
371,23
372,16
372,27
373,16
373,21
374,6
374,8
374,16
374,21
375,14
375,17
376,10
376,16
377,6
377,16
377,22
378,21
378,26
379,6
379,13
379,16
379,26
380,1
380,2
380,3
380,6
380,8
380,10
380,15
380,16
380,18
380,20
380,21
380,22
380,23
380,24
380,26
380,27
381,6
381,16
381,22
382,1
382,16
382,20
382,23
382,27
383,3
383,16
383,24
383,27
384,1
384,3
384,10
384,16
384,21
384,26
384,27
385,2
385,15
385,18
385,23
386,10
386,16
387,6
387,27
388,6
388,16
388,22
388,27
389,3
389,16
390,6
390,8
390,16
390,21
390,22
390,24
390,26
391,6
391,8
391,16
391,23
392,2
392,15
392,18
392,23
392,24
393,10
393,16
393,24
393,27
394,16
394,27
395,8
395,16
395,21
396,6
396,13
396,16
396,21
396,22
397,6
397,14
397,16
397,17
397,22
397,24
398,2
398,6
398,15
398,16
398,18
398,20
398,21
398,22
398,23
398,24
399,10
399,21
400,3
400,6
400,14
400,16
400,17
400,20
400,22
400,24
401,2
401,15
401,18
401,23
402,6
402,8
403,6
403,22
403,24
404,3
404,16
405,10
405,16
406,2
406,6
406,15
406,16
406,18
406,23
407,10
407,16
408,8
408,16
409,21
409,27
410,2
410,6
410,15
410,16
410,18
410,22
410,23
410,24
411,16
411,21
412,6
412,8
413,2
413,15
413,18
413,23
413,26
414,8
414,16
415,22
415,27
416,3
416,16
417,16
417,22
417,23
418,10
418,16
419,16
419,24
420,21
420,24
421,2
421,6
421,15
421,18
421,21
421,23
421,24
421,27
422,16
422,23
423,6
423,10
423,16
423,22
423,24
423,27
424,6
424,8
424,22
424,24
425,2
425,6
425,15
425,16
425,18
425,21
425,22
425,23
425,24
426,8
426,16
427,6
427,27
428,3
428,14
428,17
429,2
429,15
429,18
429,23
430,6
430,8
430,16
430,22
430,24
430,26
430,27
431,1
431,8
